snapshot_date,league_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points,team_id
2026-03-27,35457,Miracle Max's MLTs,,,,,,,1,GP,8.0,,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,60,SVH,,,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,7,R,8.0,13.0,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,12,HR,3.0,12.5,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,13,RBI,10.0,14.0,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,16,SB,1.0,10.0,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,3,AVG,0.429,14.0,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,50,IP2,7.0,,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,42,K,4.0,7.5,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,26,ERA,1.29,11.0,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,27,WHIP,0.71,12.0,
2026-03-27,35457,Miracle Max's MLTs,,,,,,,89,SV2,2.0,14.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,1,GP,9.0,,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,60,SVH,,,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,7,R,9.0,14.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,12,HR,5.0,14.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,13,RBI,7.0,10.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,16,SB,2.0,13.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,3,AVG,0.424,13.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,50,IP2,11.0,,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,42,K,14.0,11.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,26,ERA,5.73,6.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,27,WHIP,1.09,8.0,
2026-03-27,35457,Rebuilding Year v15.1,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,For Me to Poop On,,,,,,,1,GP,11.0,,
2026-03-27,35457,For Me to Poop On,,,,,,,60,SVH,,,
2026-03-27,35457,For Me to Poop On,,,,,,,7,R,6.0,10.5,
2026-03-27,35457,For Me to Poop On,,,,,,,12,HR,1.0,7.5,
2026-03-27,35457,For Me to Poop On,,,,,,,13,RBI,9.0,13.0,
2026-03-27,35457,For Me to Poop On,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,For Me to Poop On,,,,,,,3,AVG,0.237,8.0,
2026-03-27,35457,For Me to Poop On,,,,,,,50,IP2,22.0,,
2026-03-27,35457,For Me to Poop On,,,,,,,28,W,3.0,14.0,
2026-03-27,35457,For Me to Poop On,,,,,,,42,K,30.0,14.0,
2026-03-27,35457,For Me to Poop On,,,,,,,26,ERA,4.5,7.0,
2026-03-27,35457,For Me to Poop On,,,,,,,27,WHIP,1.14,7.0,
2026-03-27,35457,For Me to Poop On,,,,,,,89,SV2,1.0,11.0,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,1,GP,6.0,,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,60,SVH,,,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,7,R,3.0,3.0,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,12,HR,1.0,7.5,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,13,RBI,4.0,7.0,
